id,text,label
323,"My dad just said ""Karl was always the biggest pussy of all 3 of the kids, I'm sorry Karl, but... You're just a pussy"" I love my dad LMFAO",1
324,"RT @Drvglordkush: *Hits Blunt* 

If cats are afraid of water, why does pussy get wet?' http://t.co/XffUo73q3a",1
325,"""@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear",1
326,"@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket ur weird, racist bitch.",1
327,Charlie is so adorable. http://t.co/TMpBYyjGFL,2
328,"U can't stay the same &amp; expect change. U can't truly expect a good man if he call himself nigga, nigger.It means the same; A No Good Person!",1
329,my bitch stay my bitch so don't look she keep that pussy tucked,1
330,"If you got tats on your breast, you a trash ass bitch and stay far away from me with Ya acid pussy.",1
331,"RT @JayMewes: This is how you eat pussy,repeat after me!!! https://t.co/8E0AqmIaL8",1
332,Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.,2
333,RT @DirtyEaffiliate: U can't turn a hoe into a housewife hashtag tupac,1
334,@Badassjae fuck no my school boring and ghetto,1
335,Why you stressin bout a bitch .,1
336,He prolly gone laugh n say this bitch crazy &#128514;&#128514;,1
337,RT @JustDoIt_Rob: @Kaaarlizzy bitches love my laugh..lol,1
338,girls will hoe just as the sun will shine,1
339,"I'm going to dress up as trash for Halloween. Oh wait, I look like that everyday.",2
340,I spent my whole 4th lookin for my hoes.. Missed the fireworks and all before I realized I didn't have any hoes.. #AllBad,1
341,"Haha i call my girl a bitch, only cuz she calls me one &#128540;",1
342,@equallydestruct lmao don't fight me you don't know my ghetto ass school dude I highly doubt that since I don't give a fuck about it,1
343,"Niggas excited by these bitches, them the weird boys",1
344,"That's okay minivan, you can run that red light, I'm sure your nail appointment is more important than my life. #bitch",1
345,RT @itskingdee: @1inkkofrosess fuck them hoes! I have bigger problems like do you cook at your house lol,1
346,"why you think ol niggas wit no money dont even care about swag, rockin sandals wit velcor straps, they aint checkin for bitches",1
347,RT to spam this bitch ass nigga RT @HELLonDAscale: Migos http://t.co/5KzQXf7zg9,1
348,RT @NiggasBLike: When the nigga with the aux cord playin some trash shit... http://t.co/o5eZd8FSq9,1
349,I'm a twat,1
350,The republican teabaggers hate this but screw em. http://t.co/6iutHYvhQm,2
351,Music sounds a million times better in my car I love having a sub and new speakers. It's like a mini rave in this bitch. #bumpin,1
352,"""this weekends going to be fabulous"" naa man, you're seeing nae cunt. If you do they'll be koed in 2 seconds flat. Hate u. #fuckgm",1
353,Lol It ain't nun wrong wit Tryn to be 1 of da realist niccas n da city tho #salute,1
354,"RT @Dats_JayGrant: You can't be like ""Let me miss ya sometimes"" bitches take it overboard and shit, I said give me time to miss yo ass not &#8230;",1
355,Early bird gets the worm!,2
356,"@MorganSmith_20 he's a little bitch in general , fug Seattle",1
357,@A_Brown_30 and I just cleaned the entire fucking weight room. Looked like a tornado went through this bitch.C'mon franklin @Franklin_Probs,1
358,"&#8220;@KINSL3Y: When I'm in that pussy, honey I'm home!&#8221; &#128514;&#128514;&#128514;",1
359,"Bitches ah have a baby &amp; be like ""don't claim my child"" bitch you good &amp; goddamn well ain't NOBODY claiming your creature &#128125;&#128514;",1
360,&lt;&lt;&lt;&lt;&lt;&lt;when bitches be doing too much on twitter,1
361,"RT @HBCUfessions: Am I the only nigga that fucked a ""virgin"" expecting her to scream. She wasn't even moaning....bitch you not a virgin- FA&#8230;",1
362,cant fuck around wit young niggas cause they be acting like hoes,1
363,Gasoline RT @_____0__o______: 12. What did the last pussy you had taste like?,1
364,First of all you my type of bitch,1
365,I was lookin like &#128563; when dem niccas told me dat shit,1
366,@cj_menaa1 &#128553;&#128553;&#128514;&#128514; nigga doing the duggy on dem dead hoes lol,1
367,eggnog trash,2
368,"Naturally, when a shitty leftist rag talks trash about another shitty leftist rag, you better fall in line. Or you're out of the club. #crw",1
369,"RT @RMcElhenney: New to the game but as I understand it, the first rule of soccer is ""whichever team acts more like a bitch shall be awarde&#8230;",1
370,Old hoes get mad when you don't show them the attention they want.,1
371,"So we are not even two full games into the season, and the fairweather whining is already in full effect? #Yankees",2
372,Hahaha I'm fucking weak! RT @ImDaddyTho_: He used to abuse this pussy ...... Lmfao,1
373,RT @H8UHOES: Alot of good girls made a twitter &amp; became a hoe for the attention they don't receive from their fathers.,1
374,&#8220;@cierravillela yeah it's really far and it's alright if you like living by a whole lot of hicks haha,1
375,RT @willyroast2: yo girl pussy stank @SoloExMachina This tweet stinks RT @willyroast2: There is no suck thing as a faithful bitch in Washin&#8230;,1
376,@Herfarm @SteveWorks4You @TheDemocrats your low info redneck dumbasses vote for these corporate shills that idiots like you believe #dummies,0
377,&#8220;@ToriJBerman: Lover http://t.co/pJphVGW4F2&#8221;my old bitch &#128514;,1
378,S/o that real bitch,1
379,"If her bio says ""Only God can judge me"" she's a hoe.",1
380,@JayJuice22 @Ish_MallyMal no song I've heard was good is what I mean by he's trash,2
381,"""You got hella hoes"" http://t.co/ZN1A0gsTpc",1
382,Iite Peyton don&#8217;t be a faggot this drive,1
383,#portlandia #putabirdonit RT @mightymouse105: The Xbox One would be so much cooler if they put a bird on it,2
384,People ask me y I never speak up bout the subtweets n lil shit people say ...BABY tbh ion give a dam bout none of that no nigga or bitch oml,1
385,"@mukeworld @deIukesionaI he has one called ""pussy pop"" I think it's for cats",1
386,That pussy crying for help,1
387,Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?,2
388,"Only Blood Can Satisfy The Hungry Flames Of R&#8217;hollor, Charlie Brown",2
389,Lol @ me next time bitch,1
390,@TheLittleFella_ do yourself a favor and ball that up and throw in the trash.,2
391,when bitches u hate won't stop staring at u in the halls http://t.co/OjNXhoIGdw,1
392,"@CallNeeshCakey &#128514; das new bae , my bitch bad or naw lmao",1
393,I'm about to jog higher this stupid bitch ass hoe @mf saab1@t_jawad89 @,1
394,@noma2300 bitch fuck you &amp; your dad.,1
395,Here this bitch go ... Lol,1
396,RT @OMGDizzyStarz: @1stName_Bravo aye at least that bitch hot boxed lmao,1
397,@Ant_Dgk @Buckm00se @ChainskiBum would this faggot survive in TJ?,1
398,Harvard got the worst hoes cheerleading in America,1
399,"@vivaalakatyy &#128514;&#128514;&#128514;&#128514;&#128514; oh my gosh why are so so cute?!
FA LA LA LA LA LA LA LA LA bitch &#128536;",1
400,RT @Dirrttyydan: Chi ain't no bitch then you got them Assyrian kings on California and Peterson &#128081;&#128081;,1
401,With birds ill share this lonely view,2
402,RT @KINGTUNCHI_: Same bitches that diss me gone still be here to eat my Dick when they see that check,1
403,Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife,2
404,Charlie Parr! Mountain top music Fest http://t.co/bG3UWdPZnn,2
405,"@marissarose_10 
Your mouth
Your pussy
Your ass
My dick
And a sandwich after we fuck.
What kinda question is that?",1
406,"RT @ericxmorrison: burn forever, bitch.",1
407,Forgot how good I am at NHL13. Too bad @ChiefGaming is a pussy and wont buy it. Scared to get fuckin scraped.,1
408,Ugly bitches know to get out the crib before the sun come up &#128514;&#128175;,1
409,U think them nigs u with is with u?,1
410,I dont kiss none of these hoes &#128567;&#128586;&#128069;&#128581;,1
411,fuck ah bitch all I think about Is commas!!!,1
412,"&#8220;@CiscoAllDay: If Miley really got knocked up by Juicy J that shit is wild.... &#128563;&#8221; didn't he say ""u say no to ratchet pussy Juicy J can't""",1
413,"RT @danielleeKendra: Omg i was coughing and saw wiggas tweet &#58386;&#58386;&#58386;&#58386; the fuckkk lol. talk about choking , &#58385;&#58386;&#58385;&#58386;&#58386;",1
414,Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,0
415,RT @treymcgruder233: @22EdHam what you still doing up my nig,1
416,"@BGALLY17 so ur faggot teammate @BrandonPrust8 hits someone late like that and U say he's yapping and yelling, u guys def 69 in the room",0
417,@CayMarieee bitch I'm talm bout at like 10 &#9995;&#128514;,1
418,Just when I'm feeling totally useless in the world (another) baby bird found in need of #TLC Just call me #DrDolittle http://t.co/Trwmr3HG8v,2
419,I like Chinese buffets but I hate all the chinks,0
420,..........does nobody sell #orange flavored and colored #bubblegum? IS THAT YOUR FUCKIN' PROBLEM? #Giants? Fuck it. I'm going #6Pack now,1
421,"@HopOnTheBeast i found her right here, good job unfollowing me btw faggot http://t.co/kD3iSeIoLd",1
422,RT @lilduval: Stop nuttin in these hoes,1
423,RT @calvin2000: Really? This is what's concerning him right now? MT @katiecouric: Looking forwd to speaking with John Kerry tomorrow AM abo&#8230;,2
424,"All yall bitches fake an wanna b's get yall life,",1
425,"That bitch you met know what I mean she don't be the same bitch a million dollars later my nigga&#128080;&#9996;&#65039;
You feel me?&#128129;",1
426,@Fit4LifeMike @chanelisabeth shut up fuckin beaner,1
427,@Buckm00se I don't like the sand nigger but it's entertaining like 6 knockdowns,0
428,"RT @twerkn4boba: "" fuck you say bitch? I will kill you "" http://t.co/3EiGzh6Q13",0
429,"@stevedischiavi Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you son-n-bitches you want to live forever""! DoG",1
430,"RT @krisinizu: I'm telling you, shaved pussy is ugly.",1
431,@daisymcgarr My knee won't let me wander around much so I just make a few trips and look at the fat girls-- redneck porn--Wal-Mart,1
432,"RT @Rockprincess818: Obama is Allowing millions of illegal aliens, drug cartels, and terrorists to enter our open borders...Liberal retards&#8230;",1
433,@cgoodwoman @stevenadamswv Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea,2
434,I just put down a pan of brownies,2
435,i'ont neva chase hoes they move to slow i let em chase me,1
436,"RT @varepall: Charlie Rangel on GOP: They 'believe slavery isn't over' http://t.co/I8nolg9m6O

RANGEL IS A FLAGRANT TAX EVADER AND RACIST",2
437,*puts people/bitch face on*,1
438,"""@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that",1
439,RT @HG_Shit: Cause bitch I'm Tae !! #KingLute,1
440,I haven't been called ugly once my whole life tho RT @ayylmaoanod: guys who refer to women as bitches are so ugly to me lmao u disgust me,1
441,RT @daniellle_x3: I swear to god some guys are bigger bitches than girls,1
442,I knew a New Orleans nig would say something crazy lol,1
443,"dope in the bag, pretty bitch on the side
I sell dope in the back,if you tryna get high #ty",1
444,#AsAGiraffes pussy http://t.co/YaaTsF52tu,1
445,@WORSTRAPLYRlCS Everything Jay-Z writes is trash.,2
446,"I try and get back into anime but I swear every show revolves around either teenage girls, or the boys who are too pussy to talk to them",1
447,I am so damn done dealing with hoes with kids. Puerto Rican dominican I don't care.,1
448,Fucking twat RT @EchBhiKe: Xavi checking the grass HAHA http://t.co/hrHEyyoIrp,1
449,RT @DanielGennaoui: A bird that courts females by building a beautiful nest with bright objects: http://t.co/gi2rRlGRo6 &#8230; #wildlife http://&#8230;,2
450,RT @LeNoirAuteur: bitch don't do this RT @AZEALIABANKS: &#128078;,1
451,"&#8220;@meezytk_: ""Go text your other hoes""

Me:

 http://t.co/wC5Tr4UHS6&#8221; @ayostew_",1
452,&#8220;@TheSportsDiva23: Adam Jones homers Yankees now lead 5-3.&#8221;Guy is a monsta,2
453,RT @vincestaples: In other news your bitch cook for me.,1
454,"@KingHov1313 boi stop! Aint no hoes in the 11th ward...never have been either, thats why nobody knew where our hood was..aint no hoes",1
455,"Charlie Crist and Rick Scott are both scumbags, however interesting that Crist has yet to run one, just one, positive political ad.",2
456,@dpalmyx3 @michelleb_xo both you bitches go to sleep,1
457,My Instagram is being a bitch and telling me I can't follow this person fuck this,1
458,@JoePrich shut up faggot,1
459,RT @JuanNDaCut: Explaining to a girl how u don't have hoes http://t.co/eY7lmc5i2W,1
460,@NatsuKun1 I'm already a hot white bitch and hot Latina get on my level,1
461,RT @BabbbyGirl0317: #honestyhour no bitch better try to fuck with my girl cause I will go off,1
462,Got one bitch in economy and one bitch back in coach.,1
463,Aye my NIGHA #YeaYouReadinDis... Gone let ya bitch fuck wit my team @TwinzNControl donjuuuan&#8230; http://t.co/qloMazph9A,1
464,Whoever jumps in on a 1on1 is a bitch.,1
465,"I got 99 problems and a bitch ain't one...
She's all 99, I think I need a sub machine gun #gratata",1
466,Hate when bitches with long hair decide to get a haircut. Nothin good ever comes out of that,1
467,@alanaaaaaa_ why are you laughing . That's you hoe &#128514;,1
468,RT @Nigel_D: Look at all the chicks @JoeBudden follow and tell me he ain't got hoes. http://t.co/iw9WPg1SFY,1
469,"I need some good pussy, fuck",1
470,&#128514;&#9995;&#8220;@iSell_Pussy4EBT &#8220;@Sco_ForIt bucket RT &#8220;@iSell_Pussy4EBT: Trash &#8220;@_manlookaKeedY: All you bitches is my SONS &#128520; http://t.co/LrMBWFPMaE,1
471,she caught three nuts but she never catch feelings and bitch wit dat disposition we can count millions,1
472,"My brother thincc im playing he keep putting the AC on 60, fuccing wit me I'll break it &amp; we will ALL be in this bitch burning UUUUP &#128293;&#128293;",1
473,"S/O to my favorite nigger to work on the plantation @Pretty_WarZone just remember next time, ask for the watermelon. Dont steal it.",0
474,I have no clothes that make me look like a redneck but I tried my best &#128514;,2
475,RT @PoohSavage: @Thompson_Era cuff her crazy boy you might not ever find another especial not these dirty crew fucking party hoes out here &#8230;,1
476,RT @MeganCammalleri: Thank you to the Perkins student section for participating in the yellow out. We all really appreciated it!,2
477,@team_Darrion just like a Velcro headed moon cricket to say fucking jungle bunny,1
478,@Kristenbitess is having a birthday so make sure you tell that bitch be happy. &#128526;&#128522; &#127881; &amp; celebrate without drugs &#128683;,1
479,@ApevonTarskin fuck u ugly ass bitch,1
480,"@HilareeJay I hate those creepy ass dolls that call you dada, I'm like ""bitch I ain't yo daddy""",1
481,Ya last nicca couldn't beat it .. I hit it like a free throw!,1
482,@tajacasanova @macy_engweiler you're are only a hoe when you fuck him and think you're pregnant ... Not when you party together &#128524;,1
